"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Vi(on) Min (V)","Vi(off) Max (V)","R1 (kΩ)","R2 (kΩ)","IC Continuous (A)","Configuration","Polarity","Package Type","V(BR)CEO Min (V)","hFE Min","R1/R2 Typ","Qualification","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"83","MUN5134DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA124XD-D.PDF","MUN5134DW1T1G","0.02","Dual PNP Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.468","Standard","false","false","true","true","Active"
"83","MUN5234DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124XD-D.PDF","MUN5234DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.468","Standard","false","false","true","true","Active"
"83","DTC124XE","https://www.onsemi.com/download/data-sheet/pdf/DTC124X-D.PDF","DTC124XET1G","0.01","NPN Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","NPN","SC-75-3","50","80","0.468","Standard","false","false","true","true","Active"
"83","DTA124XE","https://www.onsemi.com/download/data-sheet/pdf/DTA124X-D.PDF","DTA124XET1G","0.02","PNP Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","PNP","SC-75-3","50","80","0.468","Standard","false","false","true","true","Active"
"83","MUN2134","https://www.onsemi.com/download/data-sheet/pdf/DTA124X-D.PDF","MUN2134T1G","0.03","PNP Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","PNP","SC-59-3","50","80","0.468","Standard","false","false","true","true","Active"
"83","DTA124XM3","https://www.onsemi.com/download/data-sheet/pdf/DTA124X-D.PDF","DTA124XM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","PNP","SOT-723-3","50","80","0.468","Standard","false","false","true","true","Active"
"83","MUN5334DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124XP-D.PDF","MUN5334DW1T1G","0.04","Complementary Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.468","Standard","false","false","true","true","Active"
"83","NSBC124XDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC124XD-D.PDF","NSBC124XDXV6T1G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Dual","NPN","SOT-563","50","80","0.47","Standard","false","false","true","true","Active"
"83","DTC143ZE","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","NSVDTC143ZET1G","0.04","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SC-75-3","50","80","0.1","Automotive","true","true","true","true","Active"
"83","DTC143ZM3","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","NSVDTC143ZM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SOT-723-3","50","80","0.1","Automotive","true","true","true","true","Active"
"83","DTA143ZE","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","NSVDTA143ZET1G","0.04","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SC-75-3","50","80","0.1","Automotive","true","true","true","true","Active"
"83","MMUN2133L","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","NSVMMUN2133LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SOT-23-3","50","80","0.1","Automotive","true","true","true","true","Active"
"83","DTA123JM3","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","NSVDTA123JM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","PNP","SOT-723-3","50","80","0.0468","Automotive","true","true","true","true","Active"
"83","DTC123JM3","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","NSVDTC123JM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SOT-723-3","50","80","0.05","Automotive","true","true","true","true","Active"
"83","NSBC123JDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC123JD-D.PDF","NSVBC123JDXV6T1G","'-","Dual NPN Bipolar Digital Transistor (BRT), AEC-Q101 Qualified BRT","1.1","0.5","2.2","47","0.1","Dual","NPN","SOT-563","50","80","0.047","Automotive","true","true","true","true","Active"
"83","NSBC143ZPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZP-D.PDF","NSVB143ZPDXV6T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.1","Automotive","true","true","true","true","Active"
"83","NSB1706DMW5","https://www.onsemi.com/download/data-sheet/pdf/NSB1706DMW5T1-D.PDF","NSVB1706DMW5T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SC-88A / SC-70-5","50","80","0.1","Automotive","true","true","true","true","Active"
"83","MMUN2233L","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","SMMUN2233LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SOT-23-3","50","80","0.1","Automotive","true","true","true","true","Active"
"82","MUN5333DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZP-D.PDF","NSVMUN5333DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Automotive","true","true","true","true","Active"
"82","MUN5233DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZD-D.PDF","SMUN5233DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Automotive","true","true","true","true","Active"
"82","MUN5233","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","SMUN5233T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","0.1","Automotive","true","true","true","true","Active"
"82","MUN5133","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","SMUN5133T1G","0.03","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","0.1","Automotive","true","true","true","true","Active"
"82","MUN5235DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JD-D.PDF","NSVMUN5235DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"82","MUN2233","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","NSVMUN2233T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SC-59-3","50","80","0.1","Automotive","true","true","true","true","Active"
"82","NSBC123JPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC123JP-D.PDF","NSVBC123JPDXV6T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.047","Automotive","true","true","true","true","Active"
"82","MMUN2137L","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","MMUN2137LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","PNP","SOT-23-3","50","80","2.1","Standard","false","false","true","true","Active"
"82","NSBA144WDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA144WD-D.PDF","NSBA144WDXV6T1G","0.05","50V Dual PNP Bipolar Digital Transistor","4","1.2","47","22","0.1","Dual","PNP","SOT-563","50","80","2.1","Standard","false","false","true","true","Active"
"82","MUN5137DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA144WD-D.PDF","MUN5137DW1T1G","0.02","Dual PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","2.136","Standard","false","false","true","true","Active"
"82","NSBC144WPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC144WP-D.PDF","NSBC144WPDP6T5G","0.05","Complementary Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Complementary","NPN+PNP","SOT-963","50","80","2.136","Standard","false","false","true","true","Active"
"82","MMUN2235L","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","NSVMMUN2235LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SOT-23-3","50","80","0.047","Automotive","true","true","true","true","Active"
"82","MMUN2135L","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","NSVMMUN2135LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","PNP","SOT-23-3","50","80","0.047","Automotive","true","true","true","true","Active"
"82","DTC123JE","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","NSVDTC123JET1G","0.04","NPN Bipolar Digital Transistor (BRT), Automotive Version","1.1","0.5","2.2","47","0.1","Single","NPN","SC-75-3","50","80","0.047","Automotive","true","true","true","true","Active"
"82","MUN5135DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA123JD-D.PDF","NSVMUN5135DW1T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT), SS SC88 BR XSTR PNP 50V","1.1","0.5","2.2","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"82","NSBA144WF3","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","NSBA144WF3T5G","0.04","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 47 k, 22 k","4","1.2","47","22","0.1","Single","PNP","SOT-1123-3","50","80","2.1363","Standard","false","false","true","true","Active"
"82","NSBA144WDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA144WD-D.PDF","NSBA144WDP6T5G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Dual","PNP","SOT-963","50","80","2.1363","Standard","false","false","true","true","Active"
"82","NSBC144WDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC144WD-D.PDF","NSBC144WDP6T5G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Dual","NPN","SOT-963","50","80","2.1363","Standard","false","false","true","true","Active"
"82","NSBC144WDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC144WD-D.PDF","NSBC144WDXV6T1G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Dual","NPN","SOT-563","50","80","2.1","Standard","false","false","true","true","Active"
"82","DTA144WE","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","DTA144WET1G","0.01","PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","PNP","SC-75-3","50","80","2.136","Standard","false","false","true","true","Active"
"82","MUN5137","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","MUN5137T1G","0.02","PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","2.136","Standard","false","false","true","true","Active"
"82","MUN5237","https://www.onsemi.com/download/data-sheet/pdf/DTC144W-D.PDF","MUN5237T1G","0.02","NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","2.136","Standard","false","false","true","true","Active"
"82","MUN2137","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","MUN2137T1G","0.02","PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","PNP","SC-59-3","50","80","2.136","Standard","false","false","true","true","Active"
"82","MUN5237DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC144WD-D.PDF","MUN5237DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","2.136","Standard","false","false","true","true","Active"
"82","DTA144WM3","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","DTA144WM3T5G","0.03","PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","PNP","SOT-723-3","50","80","2.136","Standard","false","false","true","true","Active"
"81","MUN5235DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JD-D.PDF","SMUN5235DW1T3G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"81","EMD5DXV6","https://www.onsemi.com/download/data-sheet/pdf/EMD5DXV6-D.PDF","EMD5DXV6T1G","'-","Complementary Bipolar Digital Transistor (BRT)","0","0","4.7","10","0.1","Complementary","NPN+PNP","SOT-563","50","20","0.47","Standard","false","false","true","true","Active"
"81","MUN5235","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","SMUN5235T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","0.047","Automotive","true","true","true","true","Active"
"81","MUN5335DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JP-D.PDF","SMUN5335DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"81","MUN5312DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124EP-D.PDF","NSVMUN5312DW1T2G","0.09","Complementary Bipolar Digital Transistor (BRT)","2","1.2","22","22","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Automotive","true","true","true","true","Active"
"81","MUN5235DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JD-D.PDF","SMUN5235DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"81","MUN5335DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JP-D.PDF","SMUN5335DW1T2G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Automotive","true","true","true","true","Active"
"81","MUN5312DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124EP-D.PDF","NSVMUN5312DW1T3G","0.09","Complementary Bipolar Digital Transistor (BRT)","2","1.2","22","22","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Automotive","true","true","true","true","Active"
"81","MUN5215DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114TD-D.PDF","NSVMUN5215DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Automotive","true","true","true","true","Active"
"80","MUN5312DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124EP-D.PDF","SMUN5312DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","2","1.2","22","22","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Automotive","true","true","true","true","Active"
"80","MUN5115","https://www.onsemi.com/download/data-sheet/pdf/DTA114T-D.PDF","SMUN5115T1G","0.03","10kΩ, ∞ kΩ PNP Bias Resistor Transistor (BRT)","1.7","0.5","10","","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","160","","Automotive","true","true","true","true","Active"
"80","MUN5215","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","SMUN5215T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","160","","Automotive","true","true","true","true","Active"
"80","MMUN2215L","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","SMMUN2215LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SOT-23-3","50","160","","Automotive","true","true","true","true","Active"
"80","MUN5115DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA114TD-D.PDF","SMUN5115DW1T1G","0.09","10kΩ, ∞ kΩ Dual PNP Bias Resistor Transistors (BRT)","1.7","0.5","10","","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Automotive","true","true","true","true","Active"
"80","MUN5315DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114TP-D.PDF","SMUN5315DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Automotive","true","true","true","true","Active"
"79","MUN5216","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","NSVMUN5216T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","60","","Automotive","true","true","true","true","Active"
"79","MMUN2138L","https://www.onsemi.com/download/data-sheet/pdf/DTA123T-D.PDF","NSVMMUN2138LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Single","PNP","SOT-23-3","50","160","","Automotive","true","true","true","true","Active"
"79","MMUN2114L","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","MMUN2114LT3G","0.01","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SOT-23-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","NSBC143TPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143TP-D.PDF","NSVBC143TPDXV6T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Complementary","NPN+PNP","SOT-563","50","160","","Automotive","true","true","true","true","Active"
"79","NSBA114YF3","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","NSBA114YF3T5G","0.04","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 10 k, 47 k","1.4","0.5","10","47","0.1","Single","PNP","SOT-1123-3","50","80","0.21","Standard","false","false","true","true","Active"
"79","NSBC114YF3","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","NSBC114YF3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SOT-1123-3","50","80","0.21","Standard","false","false","true","true","Active"
"79","NSBA114YDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA114YD-D.PDF","NSBA114YDP6T5G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","PNP","SOT-963","50","80","0.21","Standard","false","false","true","true","Active"
"79","NSBC114YDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC114YD-D.PDF","NSBC114YDP6T5G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","NPN","SOT-963","50","80","0.21","Standard","false","false","true","true","Active"
"79","NSBC114YPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC114YP-D.PDF","NSBC114YPDP6T5G","0.05","Complementary Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Complementary","NPN+PNP","SOT-963","50","80","0.21","Standard","false","false","true","true","Active"
"79","MMUN2114L","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","MMUN2114LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SOT-23-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN2214","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","MUN2214T3G","0.02","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SC-59-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","MMUN2214L","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","MMUN2214LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SOT-23-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN5114","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","MUN5114T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","DTA114YE","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","DTA114YET1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SC-75-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN2114","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","MUN2114T1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SC-59-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","DTC114YE","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","DTC114YET1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SC-75-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN5114DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA114YD-D.PDF","MUN5114DW1T1G","0.02","Dual PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN5214","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","MUN5214T1G","0.02","50 V, 100 mA, NPN Bipolar Digital Transistor (BRT), R1 = 10 kΩ, R2 = 47 kΩ","1.4","0.5","10","47","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN2214","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","MUN2214T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SC-59-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN5314DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114YP-D.PDF","MUN5314DW1T1G","0.03","Complementary Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Standard","false","false","true","true","Active"
"79","MUN5214DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114YD-D.PDF","MUN5214DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.213","Standard","false","false","true","true","Active"
"79","DTA114YM3","https://www.onsemi.com/download/data-sheet/pdf/DTA114Y-D.PDF","DTA114YM3T5G","0.03","PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","PNP","SOT-723-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","DTC114YM3","https://www.onsemi.com/download/data-sheet/pdf/DTC114Y-D.PDF","DTC114YM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Single","NPN","SOT-723-3","50","80","0.213","Standard","false","false","true","true","Active"
"79","NSBC114YPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114YP-D.PDF","NSBC114YPDXV6T1G","0.05","Complementary Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.21","Standard","false","false","true","true","Active"
"79","NSBC114YDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114YD-D.PDF","NSBC114YDXV6T1G","0.07","Dual NPN Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","NPN","SOT-563","50","80","0.21","Standard","false","false","true","true","Active"
"79","NSBA114YDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA114YD-D.PDF","NSBA114YDXV6T1G","0.08","Dual PNP Bipolar Digital Transistor (BRT)","1.4","0.5","10","47","0.1","Dual","PNP","SOT-563","50","80","0.21","Standard","false","false","true","true","Active"
"78","MUN5316DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143TP-D.PDF","NSVMUN5316DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Automotive","true","true","true","true","Active"
"78","NSBA123JDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA123JD-D.PDF","NSBA123JDXV6T1G","'-","Dual PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","PNP","SOT-563","50","80","0.047","Standard","false","false","true","true","Active"
"78","NSBA143ZF3","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","NSBA143ZF3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SOT-1123-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","NSBC143ZPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZP-D.PDF","NSBC143ZPDP6T5G","0.05","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Complementary","NPN+PNP","SOT-963","50","80","0.1","Standard","false","false","true","true","Active"
"78","NSBA143ZDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA143ZD-D.PDF","NSBA143ZDP6T5G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","PNP","SOT-963","50","80","0.1","Standard","false","false","true","true","Active"
"78","NSBC143ZDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZD-D.PDF","NSBC143ZDP6T5G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SOT-963","50","80","0.1","Standard","false","false","true","true","Active"
"78","NSBC143ZF3","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","NSBC143ZF3T5G","0.09","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SOT-1123-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","MMUN2133L","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","MMUN2133LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SOT-23-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","MMUN2233L","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","MMUN2233LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SOT-23-3","50","80","0.1","Standard","false","false","true","true","Active"
