"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Shutter Type","Megapixels (MP)","Pixel Size (µm)","Frame Rate (fps)","Optical Format","Optical Format (inch)","Color","Output Interface","Package Type","Qualification","MSL Type","MSL Temp °C","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"70","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SE8000B-LTI","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (24 port), Color with Microlens, LGA package, Protective Tape on default glass lid","Global Shutter","8.8","3.2","128","1/1.1 inch<br>(23.1 mm)","0.91","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"70","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SE8000B-LTI1","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (24 port), Color with Microlens, LGA package, Protective Tape on default glass lid (MOQ = 4)","Global Shutter","8.8","3.2","128","1/1.1 inch<br>(23.1 mm)","0.91","Bayer Color","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"70","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SN8000B-LTI","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (24 port), Monochrome, LGA package, Protective Tape on default glass lid","Global Shutter","8.8","3.2","128","1/1.1 inch<br>(23.1 mm)","0.91","Mono","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"70","XGS8000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX1SN8000B-LTI1","'-","CMOS Image Sensor, 8.8 MP (4k / UHD resolution), Global Shutter, HiSPi output (24 port), Monochrome, LGA package, Protective Tape on default glass lid (MOQ = 4)","Global Shutter","8.8","3.2","128","1/1.1 inch<br>(23.1 mm)","0.91","Mono","HiSPi™","CLGA-163","Standard","4","245","false","false","true","true","Active"
"70","VITA1300","https://www.onsemi.com/download/data-sheet/pdf/NOIV1SN1300A-D.PDF","NOIV1SN1300A-QDC","'-","CMOS Image Sensor, 1.3 MP, Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass (D263)","Pipelined Global, Rolling with CDS","1.3","4.8","150","1/2 inch<br>(12.7 mm)","0.5","Mono","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"70","ASX344AT","https://www.onsemi.com/download/data-sheet/pdf/null","ASX344ATSC00XUEA0-TRBR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"70","PYTHON1300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1FN1300A-QTI","'-","CMOS Image Sensor, 1.3 MP (SXGA), Global Shutter, LVDS Output, NIR Enhanced, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","1.3","4.8","210","1/2 inch<br>(12.7 mm)","0.5","NIR","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"70","PYTHON1300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1SE1300A-QTI","'-","CMOS Image Sensor, 1.3 MP (SXGA), Global Shutter, LVDS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","1.3","4.8","210","1/2 inch<br>(12.7 mm)","0.5","Bayer Color","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"70","PYTHON1300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1SN1300A-QTI","'-","CMOS Image Sensor, 1.3 MP (SXGA), Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","1.3","4.8","210","1/2 inch<br>(12.7 mm)","0.5","Mono","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"69","VITA2000","https://www.onsemi.com/download/data-sheet/pdf/NOIV1SN2000A-D.PDF","NOIV1SN2000A-QDC","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass (D263)","Pipelined Global, Rolling with CDS","2","4.8","92","2/3 inch<br>(16.9 mm)","0.67","Mono","LVDS","LCC-52","Standard","3","260","false","false","true","true","Active"
"69","ASX340AT","https://www.onsemi.com/download/data-sheet/pdf/ASX340AT-D.PDF","ASX340AT2C00XPED0-DPBR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"69","ASX340AT","https://www.onsemi.com/download/data-sheet/pdf/ASX340AT-D.PDF","ASX340AT2C00XPED0-DRBR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"69","ASX340AT","https://www.onsemi.com/download/data-sheet/pdf/ASX340AT-D.PDF","ASX340AT2C00XPED0-TPBR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"69","ASX340AT","https://www.onsemi.com/download/data-sheet/pdf/ASX340AT-D.PDF","ASX340AT2C00XPED0-TRBR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"69","ASX340AT","https://www.onsemi.com/download/data-sheet/pdf/ASX340AT-D.PDF","ASX340AT3C00XPED0-DPBR-E","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"69","ASX344AT","https://www.onsemi.com/download/data-sheet/pdf/null","ASX344ATSC00XUEA0-DRBR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"69","PYTHON5000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP3SE5000A-QTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263), Low Power","Pipelined and Triggered Global","5.3","4.8","45","1 inch<br>(25.4 mm)","1","Bayer Color","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"69","PYTHON5000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP3SN5000A-QTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass with protective tape (D263), Low Power","Pipelined and Triggered Global","5.3","4.8","45","1 inch<br>(25.4 mm)","1","Mono","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"67","PYTHON2000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SE2000A-LTI","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, LGA package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","2.3","4.8","225","2/3 inch<br>(16.9 mm)","0.67","Bayer Color","LVDS","LBGA-128","Standard","3","260","false","false","true","true","Active"
"67","PYTHON2000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SN2000A-LTI","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, LVDS Output, Monochrome, Microlens, LGA package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","2.3","4.8","225","2/3 inch<br>(16.9 mm)","0.67","Mono","LVDS","LBGA-128","Standard","3","260","false","false","true","true","Active"
"66","PYTHON2000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1FN2000A-QTI","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, LVDS Output, NIR Enhanced, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","2.3","4.8","225","2/3 inch<br>(16.9 mm)","0.67","NIR","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"66","PYTHON2000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SE2000A-QTI","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","2.3","4.8","225","2/3 inch<br>(16.9 mm)","0.67","Bayer Color","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"66","PYTHON2000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SN2000A-QTI","'-","CMOS Image Sensor, 2.3 MP, Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","2.3","4.8","225","2/3 inch<br>(16.9 mm)","0.67","Mono","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"66","PYTHON5000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SE5000A-LTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, LGA package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","5.3","4.8","100","1 inch<br>(25.4 mm)","1","Bayer Color","LVDS","LBGA-128","Standard","3","260","false","false","true","true","Active"
"66","PYTHON5000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SN5000A-LTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, LVDS Output, Monochrome, Microlens, LGA package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","5.3","4.8","100","1 inch<br>(25.4 mm)","1","Mono","LVDS","LBGA-128","Standard","3","260","false","false","true","true","Active"
"65","PYTHON5000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1FN5000A-QTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, LVDS Output, NIR Enhanced, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","5.3","4.8","100","1 inch<br>(25.4 mm)","1","NIR","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"65","PYTHON5000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SE5000A-QTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","5.3","4.8","100","1 inch<br>(25.4 mm)","1","Bayer Color","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"65","PYTHON5000","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN5000A-D.PDF","NOIP1SN5000A-QTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","5.3","4.8","100","1 inch<br>(25.4 mm)","1","Mono","LVDS","LCC-84","Standard","3","260","false","false","true","true","Active"
"65","VITA25K","https://www.onsemi.com/download/data-sheet/pdf/NOIV1SN025KA-D.PDF","NOIV1SN025KA-GTI","'-","CMOS Image Sensor, 26.2 MP, Global Shutter, LVDS Output, Monochrome, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","26.2","4.5","53","APS-H","","Mono","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"65","VITA25K","https://www.onsemi.com/download/data-sheet/pdf/NOIV1SN025KA-D.PDF","NOIV1SE025KA-GTI","'-","CMOS Image Sensor, 26.2 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","26.2","4.5","53","APS-H","","Bayer Color","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"64","LUPA300","https://www.onsemi.com/download/data-sheet/pdf/NOIL1SM0300A-D.PDF","NOIL1SM0300A-QDC","'-","CMOS Image Sensor, High Speed, 0.3 MP (VGA), CMOS Output, Monochrome, No Microlens, LCC package, sealed glass (D263)","Pipelined and Triggered Global","0.3","9.9","250","1/2 inch<br>(12.7 mm)","0.5","Mono","","LCC-48","Standard","1","260","false","false","true","true","Active"
"64","PYTHON25K","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN025KA-D.PDF","NOIP1FN025KA-GTI","'-","CMOS Image Sensor, 26.2 MP, Global Shutter, LVDS Output, NIR Enhanced, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","26.2","4.5","80","APS-H","","NIR","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"64","PYTHON25K","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN025KA-D.PDF","NOIP1SE025KA-GTI","'-","CMOS Image Sensor, 26.2 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","26.2","4.5","80","APS-H","","Bayer Color","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"64","PYTHON25K","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN025KA-D.PDF","NOIP1SN025KA-GTI","'-","CMOS Image Sensor, 26.2 MP, Global Shutter, LVDS Output, Monochrome, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","26.2","4.5","80","APS-H","","Mono","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"63","VITA25K","https://www.onsemi.com/download/data-sheet/pdf/NOIV1SN025KA-D.PDF","NOIV1SN025KA-GWC","'-","CMOS Image Sensor, 26.2 MP, Global Shutter, LVDS Output, Monochrome, Microlens, micro-PGA package, windowless","Pipelined and Triggered Global","26.2","4.5","53","APS-H","","Mono","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"62","PYTHON16K","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN025KA-D.PDF","NOIP1FN016KA-GTI","'-","CMOS Image Sensor, 16.8 MP, Global Shutter, LVDS Output, NIR Enhanced, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","16.8","4.5","120","APS-H","","NIR","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"62","PYTHON16K","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN025KA-D.PDF","NOIP1SE016KA-GTI","'-","CMOS Image Sensor, 16.8 MP, Global Shutter, LVDS Output, Bayer Color, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","16.8","4.5","120","APS-H","","Bayer Color","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"62","PYTHON16K","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN025KA-D.PDF","NOIP1SN016KA-GTI","'-","CMOS Image Sensor, 16.8 MP, Global Shutter, LVDS Output, Monochrome, Microlens, micro-PGA package, sealed glass (D263), Protective Tape","Pipelined and Triggered Global","16.8","4.5","120","APS-H","","Mono","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"61","PYTHON25K","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN025KA-D.PDF","NOICPSN025KA-GTI","'-","CMOS Image Sensor, 26.2 MP, Global Shutter, LVDS Output, Monochrome, Microlens, micro-PGA package, sealed glass D263, Protective Tape, Grade 2 quality","Pipelined and Triggered Global","26.2","4.5","80","APS-H","","","LVDS","CPGA-355","Standard","","","false","false","true","true","Active"
"59","LUPA1300-2","https://www.onsemi.com/download/data-sheet/pdf/NOIL2SM1300A-D.PDF","NOIL2SM1300A-GDC","'-","CMOS Image Sensor, High Speed, 1.3 MP (SXGA), LVDS Output, Monochrome, No Microlens, micro-PGA package, sealed glass (D263)","Pipelined and Triggered Global","1.3","14","500","1 inch<br>(25.4 mm)","1","Mono","","CPGA-168","Standard","","","false","false","true","true","Active"
"55","AR0341AT","https://www.onsemi.com/download/data-sheet/pdf/null","AR0341ATSC15XUEA0-DPBR","'-","Hyperlux, 2.1 µm, 3 MP, 1/3.6-inch, CMOS Digital Image Sensor","Rolling","3","2.1","60","1/3.6 inch<br>(7.1 mm)","0.28","RGB","MIPI","IBGA79 7.5x6.5","Automotive","3","260","true","true","true","false","Product Preview"
"50","AR0132AT","https://www.onsemi.com/download/data-sheet/pdf/null","AR0132AT6G00XPEA0-AA-DRBR","'-","CMOS Image Sensor, 1.2 MP, 1/3""","Electronic Rolling","1.2","3.75","60","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Automotive","3","260","true","true","true","true","Active"
"48","AR1335","https://www.onsemi.com/download/data-sheet/pdf/null","AR1335CSSM11SMKA0-CP","'-","CMOS Image Sensor, 13 MP, 1/3"", Mono CSP 11deg CRA with protective film","","","","","","","","","ODCSP-63","Standard","4","245","false","false","true","true","Active"
"46","AR0234AT","https://www.onsemi.com/download/data-sheet/pdf/AR0234AT-D.PDF","AR0234AT3M28XUEA0-DRBR-E","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter","Global Shutter","2.3","3","120","1/2.3 inch<br>(11.0 mm)","0.43","Mono","MIPI","","Automotive","3","260","true","true","true","true","Active"
"45","PYTHON300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1SN0300A-QTI","'-","CMOS Image Sensor, 0.3 MP (VGA), Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","0.3","4.8","815","1/4 inch<br>(6.4 mm)","0.25","Mono","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"45","AR0823AT","https://www.onsemi.com/download/data-sheet/pdf/null","AR0823AT2B18XUEA0-DPBR-E","'-","Hyperlux, 2.1 µm, 8.3 MP, 1/1.8-inch CMOS Digital Image Sensor ","Electronic Rolling","8.3","2.1","60","1/1.8 inch<br>(14.1 mm)","0.56","RGB","CSI-2","IBGA149 11.00x8.00x1.62, 0.65P","Automotive","3","260","true","true","true","false","Active"
"45","AR0823AT","https://www.onsemi.com/download/data-sheet/pdf/null","AR0823AT2C18XUEA0-DPBR-E","'-","Hyperlux, 2.1 µm, 8.3 MP, 1/1.8-inch CMOS Digital Image Sensor ","Electronic Rolling","8.3","2.1","60","1/1.8 inch<br>(14.1 mm)","0.56","RGB","CSI-2","IBGA149 11.00x8.00x1.62, 0.65P","Automotive","3","260","true","true","false","false","Active"
"44","PYTHON500","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP1SN0500A-QTI","'-","CMOS Image Sensor, 0.5 MP (SVGA), Global Shutter, LVDS Output, Monochrome, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","0.5","4.8","545","1/3.6 inch<br>(7.1 mm)","0.28","Mono","LVDS","LCC-48","Standard","3","260","false","false","true","true","Active"
"40","ASX340AT","https://www.onsemi.com/download/data-sheet/pdf/ASX340AT-D.PDF","ASX340AT3C00XPED0-DPBR","'-","CMOS Image Sensor System-on-Chip, VGA, 1/4""","Electronic Rolling","","5.6","60","1/4 inch<br>(6.4 mm)","0.25","RGB","","IBGA-63","Automotive","3","260","true","true","true","true","Active"
